"Output","Treatment"
-2.63999888286604,"A"
-2.93302784028799,"A"
-2.57340438334913,"A"
-2.95626088791547,"A"
-2.62908644360808,"A"
-2.99262299156308,"A"
-2.71378112490224,"A"
-2.64846464163587,"A"
-2.79387061943799,"A"
-2.79281938482462,"A"
-2.49132289253271,"A"
-2.97826155695903,"A"
-2.50376894471721,"A"
-2.76073403942289,"A"
-2.7497565055669,"A"
-2.71532289652136,"A"
-2.40959366904691,"A"
-2.90044443349139,"A"
-2.8694398437392,"A"
-2.40195768569284,"A"
-2.88084647316241,"A"
-3.21573567477929,"A"
-2.64045607374871,"A"
-3.19836506853149,"A"
-2.42273011677614,"A"
-2.68167130541974,"A"
-2.4668581142005,"A"
-2.9817801578244,"A"
-2.97881191988899,"A"
-2.43128574239936,"A"
-2.95444789875104,"A"
-3.02444866368966,"A"
-2.67959367656985,"A"
-2.64071511001418,"A"
-3.00212562280628,"A"
-2.98018730332314,"A"
-2.71788880198643,"A"
-2.61733805062107,"A"
-2.64791279806833,"A"
-2.92875817512773,"A"
-2.6861045124495,"A"
-3.02861709359955,"A"
-2.70898411616402,"A"
-2.65578737448861,"A"
-3.14797766421913,"A"
-2.9745054108803,"A"
-2.48410451879208,"A"
-2.7612743205504,"A"
-2.2140417578037,"A"
-2.88564807536549,"A"
-3.87686880732979,"B"
-2.96791067897044,"B"
-3.21906685782974,"B"
-3.19975264448249,"B"
-3.15415283409673,"B"
-3.04308058273999,"B"
-3.18061007170974,"B"
-3.45144771918655,"B"
-3.02433535394503,"B"
-3.33075240472712,"B"
-3.41450345162821,"B"
-3.55647921162761,"B"
-3.31586500413838,"B"
-3.59297034489937,"B"
-3.27375534040579,"B"
-2.88873262930578,"B"
-3.52302126802795,"B"
-3.06880157171921,"B"
-3.08640130402756,"B"
-3.17856026298469,"B"
-3.06803125825607,"B"
-3.14204288550387,"B"
-3.85823583668445,"B"
-3.13827840994177,"B"
-3.11281660844026,"B"
-3.13604302692391,"B"
-3.12939750515425,"B"
-2.94440526204281,"B"
-3.37008942085987,"B"
-3.20262060669585,"B"
-2.97194463058798,"B"
-3.36060391201664,"B"
-3.11774116039522,"B"
-3.21918736936009,"B"
-3.20900608260432,"B"
-3.93113302523791,"B"
-3.17893966310184,"B"
-3.44004152768172,"B"
-3.44103678651495,"B"
-3.69133465677411,"B"
-3.46175640592937,"B"
-2.94782790127585,"B"
-3.22302016538577,"B"
-2.89857799299444,"B"
-3.29379167367083,"B"
-3.10061046111884,"B"
-3.31752118013605,"B"
-2.91272863378741,"B"
-3.63801504714765,"B"
-2.72652121328455,"B"
-3.16862349872047,"C"
-3.03840180964819,"C"
-2.89993292077083,"C"
-3.42945457788166,"C"
-2.66959623545346,"C"
-3.49544591919107,"C"
-2.73806908554063,"C"
-3.0400786332489,"C"
-2.87738823352607,"C"
-3.16492397373322,"C"
-2.77008748721637,"C"
-2.8505471761574,"C"
-3.03338935371391,"C"
-3.20113097200539,"C"
-3.3232184226973,"C"
-3.6886401368342,"C"
-2.63122841181188,"C"
-3.00942627621752,"C"
-3.2225924969173,"C"
-3.19681995432493,"C"
-2.96048355640384,"C"
-2.7062970771849,"C"
-3.30691147044224,"C"
-2.77737967843457,"C"
-2.7546112601545,"C"
-3.0407697051957,"C"
-2.66611854445556,"C"
-3.14863803178796,"C"
-3.36687634834561,"C"
-2.68827329961254,"C"
-2.31309740700364,"C"
-2.76582518392349,"C"
-3.08936801264512,"C"
-3.22774097035722,"C"
-3.32323755837972,"C"
-3.23092199077248,"C"
-2.55642514851455,"C"
-3.22782311357505,"C"
-2.742514717042,"C"
-3.27051446480595,"C"
-2.44283559569434,"C"
-3.02158078302936,"C"
-2.90416693249977,"C"
-2.96414141671545,"C"
-3.10930475004606,"C"
-2.99929793659597,"C"
-3.07056612208465,"C"
-3.11875883972366,"C"
-2.69359384001521,"C"
-3.13331160578621,"C"
