"Output","Treatment"
-1.75870175387882,"A"
-1.83823503216131,"A"
-1.26154597809489,"A"
-1.21298342961367,"A"
-0.80142429878832,"A"
-0.186415459446069,"A"
-0.747591936844815,"A"
-0.789682622100792,"A"
-0.683592680576328,"A"
-1.44644774686266,"A"
-1.15979213812149,"A"
-1.31729581862378,"A"
-0.747308778717921,"A"
-1.38246345897243,"A"
-1.10200396257719,"A"
-1.97018074302602,"A"
-1.3243317657406,"A"
-1.0458357612045,"A"
-1.60555465979048,"A"
-1.83264274367342,"A"
-0.276679665827066,"A"
-1.53156943065665,"A"
-0.262044038653759,"A"
-1.15366211431494,"A"
-1.19618982015113,"A"
-1.62267495047985,"A"
-1.0881222881909,"A"
-1.45641740399879,"A"
-0.0852909637950348,"A"
-0.410966312341489,"A"
-1.39544130615089,"A"
-1.25945347409493,"A"
-0.954707613903025,"A"
-1.67702300067636,"A"
-1.85388576455396,"A"
-1.7621821765464,"A"
-0.814836534094219,"A"
-1.46568496528512,"A"
-0.597143808582846,"A"
-1.47313930143234,"A"
-0.675158010170383,"A"
-1.44844035857663,"A"
-0.776570392249831,"A"
-0.94712622034943,"A"
-0.637456455982833,"A"
-0.981787471563919,"A"
-1.1201006770091,"A"
-1.09787058256704,"A"
-0.549633904203558,"A"
-1.46259250210282,"A"
0.00926759803830912,"B"
-0.520213955031332,"B"
-0.300202306821017,"B"
-0.427872607341997,"B"
0.224816047111407,"B"
0.754124709214828,"B"
0.380984620303146,"B"
-0.331988604618264,"B"
0.0411626154167026,"B"
1.09475159674983,"B"
0.603084917469152,"B"
0.579393713001133,"B"
-1.26777806035385,"B"
-0.69745241501628,"B"
-0.569595107317943,"B"
0.68057315107467,"B"
-1.05259667332456,"B"
-0.453139344395811,"B"
-0.166421357647754,"B"
-1.21015547256839,"B"
-0.750786930929971,"B"
-0.843211823989369,"B"
-0.123977616262344,"B"
-0.822137231022457,"B"
-0.258204640916778,"B"
0.0103345069553496,"B"
0.398658978433984,"B"
0.12698110523201,"B"
0.120964309899425,"B"
-0.91762156266275,"B"
-0.622067168887337,"B"
0.444802724531055,"B"
0.203809929201786,"B"
-0.430305484297991,"B"
-0.361948583519449,"B"
-1.31515903251422,"B"
-0.256409086365853,"B"
-0.303863926401916,"B"
-1.22021983217468,"B"
0.179899807040368,"B"
-1.38141297981107,"B"
-0.661387438578455,"B"
-0.587991408445873,"B"
-1.08464285077032,"B"
-0.493808296550546,"B"
0.424821255471719,"B"
0.66206074027389,"B"
-0.755428776550266,"B"
-0.401993708872851,"B"
-1.19653990697515,"B"
-1.55523110058635,"C"
-0.91772012261749,"C"
-1.4331958524427,"C"
-0.932674117155632,"C"
-1.45779226417555,"C"
-1.60532782973492,"C"
-2.11885868494207,"C"
-2.14814723779008,"C"
-0.936957461768328,"C"
-1.65743663817091,"C"
-0.808196438947587,"C"
-1.66505021703469,"C"
-1.02409185089102,"C"
-1.59370229045217,"C"
-0.975541278436092,"C"
-0.509811896461892,"C"
-1.5513727864428,"C"
-1.84141374819399,"C"
-0.490327126306226,"C"
-1.38524487502669,"C"
-2.00191716136656,"C"
-1.72246525362712,"C"
-1.18145325643029,"C"
-2.883937525129,"C"
-1.42345382791,"C"
-1.23178769562078,"C"
-1.54940225969717,"C"
-1.89490077750387,"C"
-1.18208460927341,"C"
-2.36586297187813,"C"
-1.3704363390447,"C"
-1.67678772274771,"C"
-1.1036160846278,"C"
-1.50470663357789,"C"
-2.36560400582175,"C"
-0.690091497453643,"C"
-1.13591647238036,"C"
-1.7999717448312,"C"
-1.12872612036581,"C"
-0.892896391342693,"C"
-1.34025309685048,"C"
-1.93561469540515,"C"
-1.02131413173515,"C"
-1.64849027368029,"C"
-1.72678231094083,"C"
-1.37382155820542,"C"
-1.70852687927546,"C"
-1.05959567465127,"C"
-1.65586348824748,"C"
-2.43142970514337,"C"
