"Output","Treatment"
0.0735953716934485,"A"
-0.145718501420315,"A"
-0.100283989986405,"A"
0.0822773248155935,"A"
0.012466864452433,"A"
-0.026099428172181,"A"
0.0212157574178521,"A"
0.0306087701092007,"A"
-0.0926820902549891,"A"
-0.00491075227577311,"A"
-0.130304684138808,"A"
-0.028995894880257,"A"
-0.0633997205529419,"A"
-0.0124800752880767,"A"
-0.0673611911210232,"A"
0.137074244374894,"A"
-0.0593443578241445,"A"
0.138030090693671,"A"
-0.0302737116573335,"A"
-0.151121731751703,"A"
0.0106943033225096,"A"
-0.0655076455917003,"A"
0.142800376125367,"A"
-0.0434402802602981,"A"
-0.0513471117337489,"A"
0.0981591803626878,"A"
-0.0311684673956787,"A"
0.140526386075943,"A"
-0.150762277051973,"A"
-0.0944165378839363,"A"
-0.0728231338827598,"A"
0.074649129175568,"A"
0.196236726817279,"A"
0.0622024355635693,"A"
0.0020385586318649,"A"
-0.110167199644419,"A"
0.00151776268227847,"A"
0.0368305268202722,"A"
-0.0157826018351442,"A"
-0.0204364753683713,"A"
-0.0369926209413446,"A"
-0.0717853991597777,"A"
-0.00512567711742688,"A"
-0.124806049347192,"A"
-0.0538601691519837,"A"
-0.0728824218222902,"A"
-0.093875816133818,"A"
0.0192725276209357,"A"
-0.0482174576887582,"A"
-0.0542984129678322,"A"
0.136382636379518,"B"
-0.161455778565172,"B"
-0.00911724337579706,"B"
-0.0823813967049908,"B"
-0.00667055649382457,"B"
-0.00832212580672686,"B"
0.0363345932839018,"B"
-0.0699835902854598,"B"
0.0252874959501714,"B"
-0.0202126443262221,"B"
-0.160712224406781,"B"
0.00125035447807403,"B"
0.017297388087233,"B"
0.00888988390267351,"B"
-0.247976900058606,"B"
0.00242674543537899,"B"
0.00268329803101058,"B"
-0.101361593220285,"B"
0.0333746879870967,"B"
-0.0073225866363555,"B"
-0.112831550283357,"B"
-0.0621197540222479,"B"
-0.103830624890491,"B"
-0.268382611878027,"B"
0.023598836178927,"B"
-0.099267201641525,"B"
-0.0486402543979727,"B"
0.0107377978951481,"B"
-0.0883256421572259,"B"
-0.0963686309258312,"B"
0.031878247242608,"B"
-0.0789318184174239,"B"
-0.207299410238247,"B"
-0.0120975641863359,"B"
-0.0160095708149799,"B"
-0.0635404246963826,"B"
-0.162735514506951,"B"
-0.00343208614840219,"B"
-0.000206102483578587,"B"
-0.164624676871584,"B"
-0.155766975075982,"B"
-0.105385229583381,"B"
-0.0910349500145794,"B"
-0.0110901043369942,"B"
-0.252741835128285,"B"
0.0131922741186746,"B"
-0.1402286407067,"B"
-0.0436682363119971,"B"
0.0937772670345071,"B"
-0.0706287490670466,"B"
0.240871604375279,"C"
0.120314260834666,"C"
0.0438501738071397,"C"
0.119909735381633,"C"
0.351070149743903,"C"
-0.0377977557868714,"C"
0.252133799967464,"C"
0.11646957919346,"C"
-0.0198108940725076,"C"
0.0162540754157167,"C"
0.0579971076457649,"C"
0.152345276141081,"C"
0.0240801416776088,"C"
-0.0332738668514022,"C"
0.12241528951356,"C"
0.04340018330433,"C"
0.158777466221648,"C"
0.156546611559362,"C"
0.173082841410514,"C"
0.15030110378534,"C"
0.154894924366826,"C"
0.0428730374156468,"C"
-0.0624300019456111,"C"
0.0623889272300579,"C"
0.106678805191343,"C"
0.0405318606695588,"C"
0.220895245005381,"C"
0.121649933137469,"C"
0.178968651590391,"C"
0.245371642191151,"C"
0.0582164743143624,"C"
0.163408389777963,"C"
0.124643411911678,"C"
-0.0197639121346958,"C"
-0.0460432807859713,"C"
0.166528358903666,"C"
-0.249461061322333,"C"
0.222851680936475,"C"
-0.00139507004941183,"C"
0.102721593686705,"C"
0.143092488297675,"C"
0.118225310513532,"C"
0.0835133081088946,"C"
0.106587224919906,"C"
0.0454116188984112,"C"
0.0711574417313548,"C"
-0.0224811986405515,"C"
0.0495797237271799,"C"
-0.12698125729636,"C"
0.0983135425225619,"C"
