"Output","Treatment"
-1.95829871705807,"A"
-1.33362084962476,"A"
-0.589309970510462,"A"
-1.72158451482613,"A"
-1.86192138508748,"A"
-1.51450735854443,"A"
-1.30573538180635,"A"
-0.944233031655398,"A"
-2.05689302688437,"A"
-1.41125860370123,"A"
-1.80526991575799,"A"
-2.21454082700365,"A"
-1.94130416098533,"A"
-0.94370242677683,"A"
-1.30937350638201,"A"
-1.20069384856556,"A"
-1.7859983927607,"A"
-1.44018215454983,"A"
-0.867157950980779,"A"
-1.94620513341134,"A"
-1.62166625263792,"A"
-1.17229306580321,"A"
-1.13019808434178,"A"
-0.978127732877446,"A"
-1.78306868648557,"A"
-1.53956869070636,"A"
-1.01387856337177,"A"
-1.78971667438843,"A"
-0.900381008615224,"A"
-1.48317583431951,"A"
-1.39153425385205,"A"
-0.732736976313169,"A"
-1.57927387177598,"A"
-0.954553186962456,"A"
-1.01106531023297,"A"
-1.28706672275248,"A"
-1.31633321946636,"A"
-1.5745974908809,"A"
-1.24903489101195,"A"
-1.11099529704254,"A"
-1.33524502474842,"A"
-1.46695645916687,"A"
-1.77632399344432,"A"
-0.889550781870508,"A"
-0.80189116556625,"A"
-1.34552625428712,"A"
-1.72133408678471,"A"
-2.28498129952108,"A"
-1.90554624533795,"A"
-0.841487479493295,"A"
-0.94608483334429,"B"
-1.69294787752501,"B"
-1.42265263049098,"B"
-1.62948132456701,"B"
-0.967031802651378,"B"
-1.23804838395725,"B"
-1.53314510689292,"B"
-1.40352938313362,"B"
-0.793344513792802,"B"
-1.40479058756202,"B"
-1.1105164100241,"B"
-1.14298989796639,"B"
-0.953132652659024,"B"
-1.22447995366355,"B"
-1.13675378905071,"B"
-1.19121406400856,"B"
-1.16360149199595,"B"
-1.25170900230398,"B"
-1.37263365119422,"B"
-1.12366833521801,"B"
-0.976205965292978,"B"
-1.27413921806551,"B"
-0.958247342372515,"B"
-0.421682198395994,"B"
-1.27325368384224,"B"
-1.28457135662221,"B"
-1.19225320154382,"B"
-0.880654370087005,"B"
-0.950109756492019,"B"
-1.39427685570733,"B"
-0.757349953876769,"B"
-1.00888580166962,"B"
-1.51135414428783,"B"
-1.48423515941876,"B"
-1.23286978158752,"B"
-0.932956058161344,"B"
-1.28831480459839,"B"
-1.21923577752601,"B"
-1.01622489901335,"B"
-1.33773997413384,"B"
-0.88150918582556,"B"
-0.836644784564083,"B"
-1.54556225266316,"B"
-1.31876036903028,"B"
-1.4969001231623,"B"
-1.39273643264113,"B"
-1.08747664102401,"B"
-1.41484615994755,"B"
-1.07953959017255,"B"
-1.43432324772171,"B"
-0.454575675780256,"C"
-0.486771575819923,"C"
-0.799559838527492,"C"
-0.689892538914841,"C"
-0.249702789452584,"C"
-0.539203320615199,"C"
-0.335084329427486,"C"
-0.213475861528736,"C"
-0.547403720332188,"C"
-1.02227523548071,"C"
-0.674427338432429,"C"
-0.877254990565025,"C"
-0.884065771882806,"C"
-0.784657462221547,"C"
-0.959570956982745,"C"
-0.554859816585226,"C"
-0.66076084716373,"C"
-0.973584338097327,"C"
-0.514180468394102,"C"
-0.318117098111591,"C"
-0.463956311001058,"C"
-0.528922622083343,"C"
-0.480128013639998,"C"
-0.526347456354395,"C"
-0.734746225509712,"C"
-0.665491939688144,"C"
-0.832391860713806,"C"
-0.862498490991956,"C"
-0.947847640266483,"C"
-0.776105365059397,"C"
-0.31595370141293,"C"
-0.431677282927561,"C"
-0.396207570543844,"C"
-0.987315823168854,"C"
-1.03216677923586,"C"
-0.70046844121867,"C"
-1.15591011926653,"C"
-0.994565010669944,"C"
-0.672530423830006,"C"
-0.312951578063192,"C"
-1.01723061737949,"C"
-0.397032635415203,"C"
-0.689485226146732,"C"
-0.545389310707173,"C"
-0.156614723542797,"C"
-1.10279847245637,"C"
-0.506141780922802,"C"
-0.0985391993934049,"C"
-0.64269425436221,"C"
-0.491729371100848,"C"
