"Output","Treatment"
-2.63976132579806,"A"
-2.24680803504874,"A"
-2.94160319668379,"A"
-1.11359972705164,"A"
-2.54291836019397,"A"
-2.07267080075632,"A"
-1.71633854489447,"A"
-2.19737170672469,"A"
-1.66456473319118,"A"
-2.25619156372721,"A"
-1.82857252069893,"A"
-1.53520474586428,"A"
-2.1529106971558,"A"
-3.12579093148533,"A"
-2.11266428445683,"A"
-2.46945741843603,"A"
-2.56908221949516,"A"
-2.82238774527598,"A"
-2.13610156188251,"A"
-3.08391948481032,"A"
-0.943838043305185,"A"
-1.12497271915246,"A"
-3.74199826567084,"A"
-2.48926707677126,"A"
-2.91399133165929,"A"
-2.13013773962519,"A"
-2.33608040850142,"A"
-1.80305059815269,"A"
-2.28054885653458,"A"
-2.27469752378172,"A"
-3.50761706308039,"A"
-2.52755013641565,"A"
-1.37865595523053,"A"
-1.48300917695828,"A"
-1.02904669139634,"A"
-2.50266134130036,"A"
-2.5303924725552,"A"
-1.98436302243589,"A"
-2.42193355665138,"A"
-2.78044269014753,"A"
-2.51502291463931,"A"
-2.55542640932611,"A"
-2.32161622040853,"A"
-3.32001530608558,"A"
-1.97783146222385,"A"
-2.57590591186462,"A"
-2.07566834061803,"A"
-1.40820915580452,"A"
-1.92697963520276,"A"
-1.76365891416193,"A"
-3.49784304012982,"B"
-3.81100199874961,"B"
-2.38184777046099,"B"
-3.44877868229733,"B"
-3.75150110572897,"B"
-4.12240908853227,"B"
-3.28542902748326,"B"
-2.83606851937843,"B"
-2.86430517170025,"B"
-3.00389152763666,"B"
-3.50522490898796,"B"
-3.72616309413547,"B"
-4.10003974286893,"B"
-4.30018800378159,"B"
-1.96877335348897,"B"
-2.15481607305117,"B"
-4.51363922272365,"B"
-4.27075079099804,"B"
-2.29296375911872,"B"
-4.0056623719346,"B"
-3.38316894008587,"B"
-4.10166271899082,"B"
-3.74423149099252,"B"
-2.9556909737564,"B"
-3.74473171428775,"B"
-3.04052153429512,"B"
-4.36751023872037,"B"
-2.94449073360057,"B"
-4.45057588634172,"B"
-2.92947662234341,"B"
-3.00388976112161,"B"
-3.94462792875063,"B"
-3.35911372508289,"B"
-2.43857963786162,"B"
-3.36340551912343,"B"
-5.55509880492986,"B"
-3.35429406224482,"B"
-4.11853372216088,"B"
-3.53058676809578,"B"
-4.72097060498319,"B"
-3.13603629640711,"B"
-3.01896755827167,"B"
-3.14835921653269,"B"
-3.40178809644761,"B"
-4.1849439481392,"B"
-3.76711000762076,"B"
-2.94820417320587,"B"
-3.93224042263964,"B"
-4.03273204570788,"B"
-4.05696856761587,"B"
-3.55922417869033,"C"
-3.56958883143151,"C"
-2.66725447337477,"C"
-3.5560370561569,"C"
-3.35471015591307,"C"
-4.28648797603748,"C"
-3.24503799215074,"C"
-2.15997848793462,"C"
-3.7253428185378,"C"
-2.64666444129699,"C"
-2.99692738277865,"C"
-3.12668255823308,"C"
-3.4595043651481,"C"
-4.0916385059216,"C"
-2.05177447266432,"C"
-4.30126746817485,"C"
-2.97361732030375,"C"
-4.76406235539043,"C"
-3.67343750890646,"C"
-2.16390274981587,"C"
-3.40766745150481,"C"
-2.51668555465241,"C"
-4.38868670120247,"C"
-4.38075571561752,"C"
-3.10141315450879,"C"
-4.14189512753538,"C"
-3.66183306965295,"C"
-4.11877757006525,"C"
-3.26016607464992,"C"
-3.66830454332662,"C"
-3.71581270919857,"C"
-2.76869055751502,"C"
-2.58763832557611,"C"
-4.46723706217767,"C"
-3.6732886579479,"C"
-3.95891219346584,"C"
-4.56571536769685,"C"
-1.58502568713628,"C"
-2.90032598853358,"C"
-2.75570586018185,"C"
-2.77954649317119,"C"
-2.03886807130891,"C"
-4.01736436351474,"C"
-3.41535924298082,"C"
-3.66564096776778,"C"
-2.82244116090664,"C"
-2.79383005560022,"C"
-4.08323060266179,"C"
-3.94834733819866,"C"
-2.92099812488032,"C"
