"Output","Treatment"
-0.972003590993487,"A"
-0.103073565716796,"A"
-0.0889721126634475,"A"
-1.6371130843524,"A"
-0.696449073115468,"A"
-2.24505585872584,"A"
-0.80622824414251,"A"
-0.589322452154295,"A"
-0.538096777703359,"A"
-1.42608679165239,"A"
-1.5887145307487,"A"
-0.594342443628745,"A"
-0.583690831660883,"A"
-0.975634850491687,"A"
0.324861198220065,"A"
-1.64962926995405,"A"
-0.237448557799169,"A"
-2.45585523965178,"A"
-0.447188204545897,"A"
-0.656619934853826,"A"
-0.904879902385192,"A"
-1.68466888435685,"A"
-0.458774702088851,"A"
-0.851420632958219,"A"
-0.959657512264094,"A"
-1.48627311053035,"A"
-1.44485248494183,"A"
-0.13863458150099,"A"
-1.60336857030903,"A"
-1.3554616857497,"A"
-1.98160268321654,"A"
-0.0789597653287193,"A"
0.374634458311859,"A"
-1.14837969651654,"A"
-1.12145802828528,"A"
-1.12870197260915,"A"
-0.98560779425848,"A"
-0.197467711742957,"A"
-2.24221590569512,"A"
-2.33581373271508,"A"
-0.935884928737734,"A"
-0.497993000129513,"A"
-1.03969601956967,"A"
-1.69903078669931,"A"
-0.690189345715991,"A"
-1.04018283579854,"A"
-0.107077670459557,"A"
-1.12850885033937,"A"
-0.571907757932261,"A"
-0.995156599811312,"A"
-3.2765085787855,"B"
-3.18089695446535,"B"
-3.02945048180709,"B"
-0.878142563979755,"B"
-0.961422909053707,"B"
-2.30903616151379,"B"
-1.5269410262863,"B"
-1.2175011755842,"B"
-2.12868020435153,"B"
-1.31606316529184,"B"
-0.278037565330351,"B"
-1.80938247541729,"B"
-0.523735752580243,"B"
-1.30724810605444,"B"
-2.39129002240561,"B"
-2.51779668250598,"B"
-1.83837853160771,"B"
-1.63258756921477,"B"
-2.1025298083788,"B"
-3.5164264894303,"B"
-0.929830056097968,"B"
-2.10248505688533,"B"
-2.25027644313988,"B"
-2.07257492399279,"B"
-1.24478254354928,"B"
-2.58961017342603,"B"
-1.69708513274778,"B"
-2.38545492005188,"B"
-1.73752832829367,"B"
-0.109253341222969,"B"
-1.71656578846457,"B"
-2.77998308384271,"B"
-0.912904087225222,"B"
-2.53242424980756,"B"
-2.85945698175347,"B"
-1.78519368045039,"B"
-0.0129859922906519,"B"
-2.79919504852251,"B"
-0.811927214316629,"B"
-1.74073803930852,"B"
-1.45742006944581,"B"
-2.06698468962072,"B"
-0.209445806520056,"B"
-1.92895882413091,"B"
-2.32829344710304,"B"
-1.73867309190103,"B"
-1.86375914926849,"B"
-2.07633416761109,"B"
-1.41596501929591,"B"
-2.67972183980704,"B"
-1.30143101435215,"C"
-1.15452511333244,"C"
-0.620448576243598,"C"
-0.826409022835173,"C"
0.346718278457584,"C"
1.3345869085515,"C"
-0.436517850665573,"C"
-0.220348634635561,"C"
-0.364993704564406,"C"
-0.0866134815502003,"C"
-0.736220164382031,"C"
-1.86372390060545,"C"
0.00612804706239606,"C"
-0.582442902544619,"C"
0.499958834562036,"C"
-0.450090918122949,"C"
-0.27358363894251,"C"
-0.602064830511811,"C"
0.574599614814262,"C"
0.850976294387897,"C"
-1.58129330808308,"C"
-1.10826323401088,"C"
0.479704567668768,"C"
0.602114143431128,"C"
-0.726504412792923,"C"
-0.25363537152761,"C"
-1.31637401069545,"C"
-1.68792118437143,"C"
1.30241297401782,"C"
-1.27024470533232,"C"
-0.602271308110613,"C"
0.30527119139195,"C"
-0.611111460631559,"C"
0.250340282151595,"C"
-0.155323873048257,"C"
-0.146438167968237,"C"
0.664525734502007,"C"
-0.670393666866962,"C"
0.915167755940513,"C"
0.9841329282775,"C"
-0.347754680136953,"C"
2.10615846453023,"C"
-1.18907690569023,"C"
0.340270039057139,"C"
-1.10110980050124,"C"
0.518474462055647,"C"
-0.72108593016131,"C"
-2.07888598831076,"C"
0.61060775120462,"C"
-0.397282529975618,"C"
