"Output","Treatment"
-0.751079968536919,"A"
1.11998167798394,"A"
-0.925255441130789,"A"
-1.43099782321422,"A"
0.437602986831825,"A"
-1.69395030923831,"A"
-1.39440288530087,"A"
-0.124375167710832,"A"
0.316738677397267,"A"
-0.905230036921525,"A"
0.13632258069811,"A"
-1.50980903439858,"A"
-1.10616847475068,"A"
-2.28918661999004,"A"
-1.64449047626523,"A"
-0.0770678687178767,"A"
-0.558621642838922,"A"
-1.13990654567424,"A"
-0.722742933897867,"A"
-0.754222843749156,"A"
-1.33986441582669,"A"
-0.710455228147934,"A"
-2.03331431592083,"A"
-2.44073524248819,"A"
-2.00443680517722,"A"
-3.31154253095618,"A"
0.492839027396148,"A"
-1.17646538415598,"A"
-2.56789598873551,"A"
-1.50747399318078,"A"
-1.07643885003225,"A"
-1.57586247842446,"A"
-3.35234348108228,"A"
-1.12365362105989,"A"
-1.9083964820265,"A"
-1.84881547996195,"A"
-1.66036787217052,"A"
-1.30350146785024,"A"
0.319945462797692,"A"
-2.24124036556138,"A"
-1.14839075408417,"A"
-2.22733184223011,"A"
-1.62414638864798,"A"
-0.575150448438161,"A"
-0.881250442407911,"A"
-0.8570812949597,"A"
-0.576771229635955,"A"
-0.00993861819627551,"A"
0.64548033913049,"A"
-0.364260889196455,"A"
-1.85702113574177,"B"
-2.03845930643597,"B"
-0.890514110611416,"B"
-1.02817093701422,"B"
-0.701000873487481,"B"
-0.902148009393275,"B"
-2.12988859315374,"B"
-1.15129942201048,"B"
-2.7732693943957,"B"
-1.83572215511865,"B"
-2.77669771652397,"B"
-3.18479378624394,"B"
-2.51466448693417,"B"
-2.5431749704212,"B"
-2.89881534084901,"B"
-1.91143304639434,"B"
-3.61172812516528,"B"
-2.03864910971784,"B"
-2.25870746926738,"B"
-2.46144291769397,"B"
-2.30760697882908,"B"
-1.90235193107692,"B"
-3.19162179915113,"B"
-3.31424928685145,"B"
-2.2072642882506,"B"
-3.17695539458676,"B"
-2.77221884527314,"B"
-2.57163700279687,"B"
-2.44825093257677,"B"
-1.6371777896051,"B"
-1.92024005716084,"B"
-2.58715647773581,"B"
-1.40005950952358,"B"
-1.49490994173448,"B"
-1.88558474725749,"B"
-3.33852685962708,"B"
-1.91176943419084,"B"
-2.4544170355543,"B"
-2.72328850270406,"B"
-2.98764767864671,"B"
-2.12103958859232,"B"
-2.92932834480575,"B"
-2.3219633451988,"B"
-0.343484843927612,"B"
-1.69531820002332,"B"
-2.20084091479198,"B"
-3.14487343861311,"B"
-2.55384427515106,"B"
-1.67686313474949,"B"
-1.45716519546333,"B"
-2.77367987272475,"C"
-2.20964478862735,"C"
-3.94426582748855,"C"
-3.26251895088469,"C"
-0.704472094213634,"C"
-2.98612549695853,"C"
-3.1406118977723,"C"
-2.27424990324089,"C"
-2.79856926633709,"C"
-1.43454465870401,"C"
-1.45289050770209,"C"
-3.79227386317949,"C"
-3.53458249402656,"C"
-2.1718182753062,"C"
-3.92807568350953,"C"
-2.43472893852643,"C"
-4.57131856293149,"C"
-2.35768266175295,"C"
-3.79723257542849,"C"
-2.65434320889418,"C"
-3.13546276301993,"C"
-2.56191425041562,"C"
-1.72572363221996,"C"
-2.58346245069308,"C"
-3.07442439199686,"C"
-0.725089098499668,"C"
-2.662559116296,"C"
-3.22456773144926,"C"
-4.02260240690187,"C"
-3.30215269736539,"C"
-4.95783185015843,"C"
-4.05530324036185,"C"
-2.82925033570564,"C"
-1.95721941999389,"C"
-1.81295170016624,"C"
-2.21191742772317,"C"
-2.49839777496217,"C"
-4.26912221229833,"C"
-3.40382630132709,"C"
-3.54920585879299,"C"
-3.42978536641443,"C"
-2.46650414623755,"C"
-3.63415459107767,"C"
-1.79395613509751,"C"
-3.55959693837845,"C"
-3.06526513497168,"C"
-3.68649962188931,"C"
-3.63048420738406,"C"
-2.38352526830124,"C"
-4.93681676876414,"C"
