"Output","Treatment"
-2.23063739990112,"A"
-2.60651295198194,"A"
-2.67220549497935,"A"
-2.26761046119253,"A"
-2.70634076247766,"A"
-2.58093192053008,"A"
-3.0876568348197,"A"
-3.00494462332888,"A"
-2.8414541639624,"A"
-2.85862219308951,"A"
-2.74378638348236,"A"
-2.99617917786046,"A"
-3.14310257651509,"A"
-2.7117572041707,"A"
-3.2181558952375,"A"
-2.69504034762414,"A"
-3.02105086288529,"A"
-2.93163069785272,"A"
-2.8675295593558,"A"
-2.32050199140872,"A"
-2.60715003091649,"A"
-3.23983387126049,"A"
-2.98140233546748,"A"
-2.91132700175405,"A"
-2.75947164794274,"A"
-3.07485800595816,"A"
-2.63716873753132,"A"
-2.56732288681038,"A"
-2.52988724567275,"A"
-2.96256112235358,"A"
-2.67915252443919,"A"
-2.72590974651075,"A"
-2.90882509476861,"A"
-3.00681816633089,"A"
-2.89684925916663,"A"
-2.77059483868766,"A"
-2.6738919944908,"A"
-2.79147546092167,"A"
-2.6770176154676,"A"
-3.08756610543029,"A"
-3.15757954756431,"A"
-2.77390752842064,"A"
-2.69856598416218,"A"
-3.07313932546463,"A"
-2.51015305011226,"A"
-2.54244203974885,"A"
-2.96161517250908,"A"
-2.81742722091641,"A"
-2.35910719149847,"A"
-2.93154985722155,"A"
-2.83796245592882,"B"
-2.92943962427037,"B"
-3.01455098150212,"B"
-2.55200403033037,"B"
-2.96700775219616,"B"
-3.03971595741297,"B"
-3.03488686410858,"B"
-3.06616455104693,"B"
-3.00150766741661,"B"
-3.24791357754535,"B"
-3.19258141832985,"B"
-2.60139109459513,"B"
-3.18815288943557,"B"
-2.6436803833222,"B"
-2.58823691685047,"B"
-2.75037952053958,"B"
-3.09117886632011,"B"
-2.86639321385842,"B"
-3.13621372432978,"B"
-3.37893108442615,"B"
-3.06036992224886,"B"
-2.80520509008692,"B"
-2.87109657928486,"B"
-3.07646870650624,"B"
-2.74216232610512,"B"
-3.01042770831706,"B"
-2.95732123536779,"B"
-2.96046843494628,"B"
-2.72863234244662,"B"
-3.20840766643235,"B"
-3.01368015708212,"B"
-3.03761230693728,"B"
-3.11104046853816,"B"
-3.10002542080155,"B"
-2.68761970006251,"B"
-2.29318231201618,"B"
-3.06686124496736,"B"
-2.81120993610997,"B"
-2.55092632919529,"B"
-2.68352525561699,"B"
-3.00145510403874,"B"
-2.77001522584889,"B"
-2.69960304143758,"B"
-2.81225508042886,"B"
-2.79826764341062,"B"
-2.80989747277535,"B"
-2.37499637630339,"B"
-3.39569069638,"B"
-2.94365123113733,"B"
-3.17533580934413,"B"
-3.04486254362744,"C"
-2.9597097944754,"C"
-3.21233895156533,"C"
-3.22769426612016,"C"
-3.52065529878892,"C"
-3.11974897807564,"C"
-2.92230496467088,"C"
-3.08019112222736,"C"
-3.05742834171423,"C"
-3.35368510703568,"C"
-3.64456392552052,"C"
-3.33464397958347,"C"
-3.06967255489357,"C"
-3.28005333325702,"C"
-3.11964546557108,"C"
-3.43213578897215,"C"
-3.36129678942374,"C"
-3.04667151774537,"C"
-2.78353840162131,"C"
-3.51548048899857,"C"
-3.22042897858103,"C"
-3.41059507221973,"C"
-3.4405952418577,"C"
-3.55121465952392,"C"
-3.40102448715606,"C"
-3.09392472920161,"C"
-3.38455292210492,"C"
-3.53546182497992,"C"
-3.08663926762785,"C"
-2.79586152577415,"C"
-2.91539496860959,"C"
-3.08065841112974,"C"
-3.0196796881159,"C"
-3.07576312134344,"C"
-3.54523509791547,"C"
-3.34851539691523,"C"
-3.12203904610926,"C"
-2.93779799536794,"C"
-3.07010271449534,"C"
-3.2167478866357,"C"
-3.32505235721138,"C"
-2.95211994925498,"C"
-3.0509808455302,"C"
-3.4714985791426,"C"
-2.93809825292656,"C"
-3.53973968121845,"C"
-3.37676258795551,"C"
-2.96666603844758,"C"
-3.77103707291035,"C"
-3.70457973994879,"C"
