"Output","Treatment"
-0.215840819524669,"A"
0.3247352168766,"A"
0.347677136117685,"A"
0.56350658897938,"A"
0.134441884684868,"A"
-0.261921132786897,"A"
0.400159153100536,"A"
0.0090825650318905,"A"
0.69658522262776,"A"
0.353472514489669,"A"
-0.608451919689724,"A"
-0.0952242266422059,"A"
0.610961237996108,"A"
0.0103641533361436,"A"
0.684632579805384,"A"
0.280501081882968,"A"
0.431119915443565,"A"
0.255281762065902,"A"
-0.218490234926614,"A"
0.35861877250534,"A"
0.527627254442752,"A"
0.683727760547374,"A"
0.139910443636689,"A"
0.681706466955173,"A"
0.169896231472204,"A"
-0.19995896542551,"A"
0.590292503861871,"A"
0.0711988401063667,"A"
-0.408723604810529,"A"
-0.0948562701199349,"A"
0.420896164034909,"A"
0.198910652202121,"A"
0.503194466300389,"A"
0.893833544530771,"A"
-0.355929476450768,"A"
-0.125481220612339,"A"
-0.185230789256378,"A"
0.81728950053135,"A"
0.665706476364809,"A"
0.070217809969067,"A"
0.481757753073852,"A"
0.680310159577635,"A"
-0.551198428206484,"A"
0.458065196524715,"A"
0.362895587855003,"A"
0.261431203028168,"A"
-0.246623482174528,"A"
0.594661939747136,"A"
0.365107370084079,"A"
-0.272465255910535,"A"
0.25577017475707,"B"
0.318470281280855,"B"
0.778628218718048,"B"
-0.0919388439335177,"B"
0.236227325392291,"B"
0.465200180918181,"B"
0.124096514218605,"B"
-0.723718224223603,"B"
0.889960784776856,"B"
0.461425291537984,"B"
0.882037903322442,"B"
0.0892722108621478,"B"
1.19583824459862,"B"
0.114964611084239,"B"
0.284233551128737,"B"
0.926659795612334,"B"
-0.000792754739486867,"B"
0.276174428391859,"B"
0.764192232856957,"B"
0.194642659529566,"B"
0.413221555368608,"B"
-0.777900027223864,"B"
0.2626268456737,"B"
0.500929972149749,"B"
1.09206484565969,"B"
0.525301862051322,"B"
1.14170347206153,"B"
0.960937401339632,"B"
-0.0770130199126142,"B"
0.727029060302271,"B"
0.557002864378917,"B"
0.363723479832824,"B"
-0.117520840673872,"B"
-0.187379055463488,"B"
-0.612966478920018,"B"
0.412409969230048,"B"
0.720133547376973,"B"
0.32868306398317,"B"
-0.0730319950557296,"B"
0.948827935509529,"B"
0.356591274969562,"B"
-0.122015424181445,"B"
0.56723815578061,"B"
0.987069297135937,"B"
0.586582010556039,"B"
0.707560756737235,"B"
0.983187040895646,"B"
0.168590967170244,"B"
-0.438196692854754,"B"
0.0132753234303602,"B"
0.0711972324489625,"C"
-0.79953526029776,"C"
-0.757309259564356,"C"
0.00520792670383075,"C"
-0.377541936708422,"C"
-0.220497523854041,"C"
-0.768479941664581,"C"
-1.10489683696928,"C"
0.396928018333379,"C"
-0.0348549167998042,"C"
0.217566537355279,"C"
-0.927445690372819,"C"
-0.735622280132492,"C"
0.0241305352716308,"C"
-0.0988214266944372,"C"
-0.25817567026125,"C"
-1.56138574347114,"C"
-0.748786610051334,"C"
-1.02265238248569,"C"
-0.98479415619635,"C"
-0.675593095749577,"C"
-0.601680152067476,"C"
-0.553068109108025,"C"
-1.17929156766171,"C"
-0.393577030246491,"C"
0.621286416729655,"C"
-0.480475380821994,"C"
0.235384804587468,"C"
-0.44105897998555,"C"
-0.649819208898286,"C"
-0.943796092378221,"C"
0.774041561618729,"C"
-0.186095403890301,"C"
-0.720711977141482,"C"
-0.350372073536164,"C"
-0.677066257711823,"C"
-0.00622726463276346,"C"
-0.745658924229303,"C"
-0.555347110421232,"C"
-0.517679096380066,"C"
-0.707781216767788,"C"
-0.996374801085589,"C"
-0.103743908812278,"C"
-0.654928740125979,"C"
-0.0288809679881119,"C"
-0.444626291593361,"C"
-0.893445814528773,"C"
0.0213806985884981,"C"
-0.714676298090135,"C"
-0.980003449946425,"C"
