"Output","Treatment"
-0.0798155747816403,"A"
-0.492069218548635,"A"
-0.305152210775686,"A"
-0.207800630382911,"A"
-0.0802888181669073,"A"
-0.0819140512105215,"A"
-0.182620877203129,"A"
-0.602235276344339,"A"
-0.297672085171573,"A"
-0.170219738773938,"A"
-0.274975767467299,"A"
-0.143995012822936,"A"
-0.174256845094782,"A"
0.0347994559412437,"A"
-0.223008227852178,"A"
-0.126450272569326,"A"
-0.0576633487454258,"A"
-0.293029960652154,"A"
-0.31329911365758,"A"
-0.35832466118079,"A"
-0.167844844866016,"A"
-0.171570350729281,"A"
-0.265681652574879,"A"
-0.204339588882361,"A"
-0.0210868895993484,"A"
-0.402085948151193,"A"
-0.166303893371633,"A"
-0.217316879901206,"A"
-0.406774861236494,"A"
-0.115671260965767,"A"
0.0149715367660951,"A"
-0.254871941599324,"A"
-0.149793148534562,"A"
-0.119172928630901,"A"
-0.049375167915689,"A"
-0.236726690851015,"A"
-0.281636060796265,"A"
-0.11771047510836,"A"
0.0117273737395882,"A"
0.00748214596510155,"A"
-0.398543875044725,"A"
0.0131671579642865,"A"
-0.164331407433197,"A"
0.0583571146176129,"A"
0.102839889083323,"A"
-0.252919252916312,"A"
-0.143257703530981,"A"
-0.219788588727456,"A"
-0.221179672349253,"A"
-0.176295349261267,"A"
0.0849493078535218,"B"
0.147985255001689,"B"
-0.0233631608511842,"B"
0.127612491415627,"B"
0.0842949343342989,"B"
0.25486158095186,"B"
-0.132754179859723,"B"
0.0866985004148523,"B"
0.361129047041829,"B"
0.258193034755946,"B"
-0.0160504268809264,"B"
0.132502102567747,"B"
0.220406649975544,"B"
0.11487774982011,"B"
-0.294906436604916,"B"
0.0643968439434261,"B"
0.180829512314461,"B"
0.255260082011142,"B"
0.167322977605487,"B"
0.0437285630980837,"B"
0.00833226146305503,"B"
-0.0673716026346724,"B"
0.120954670131147,"B"
-0.157709782607257,"B"
-0.0415056915092086,"B"
0.117219259514851,"B"
0.0333577950310776,"B"
0.0343813262803902,"B"
-0.0359505520003421,"B"
-0.240664078418087,"B"
-0.206513679520555,"B"
-0.158413365314932,"B"
0.15446994269845,"B"
0.309065529090398,"B"
0.0441445979025548,"B"
0.309941084555884,"B"
0.135921016801647,"B"
0.0184376014340658,"B"
0.0943266714894957,"B"
0.102432159456847,"B"
0.17188367788934,"B"
0.120490635942917,"B"
-0.160551164698309,"B"
0.126263509730716,"B"
0.0473212728439537,"B"
0.079634613050805,"B"
-0.0814469985611943,"B"
0.234035560274001,"B"
-0.0140561568219605,"B"
0.0040771276004695,"B"
-0.0849104127299361,"C"
0.0971421884478637,"C"
0.153640169928078,"C"
0.217120975761155,"C"
0.44386291116587,"C"
0.133587646295942,"C"
-0.0472653602716976,"C"
0.174027220583476,"C"
0.196094875646342,"C"
0.0893584389907639,"C"
-0.176303693261661,"C"
-0.118981340064825,"C"
0.406605791079828,"C"
-0.0823298309954431,"C"
0.132416541753244,"C"
0.100407705677852,"C"
0.296853392117073,"C"
0.314197120874933,"C"
0.330236294047765,"C"
0.356914743383144,"C"
0.447914939531038,"C"
-0.265747771063262,"C"
0.223532681183702,"C"
0.177145430016835,"C"
0.10082030317717,"C"
0.00131172933478318,"C"
0.267825203339443,"C"
0.0289765547935406,"C"
0.275462052388441,"C"
0.0326961382825358,"C"
0.0406628452163937,"C"
0.231813249033011,"C"
0.00964043861941005,"C"
-0.111354481756305,"C"
-0.0088405764979477,"C"
0.223055386290337,"C"
0.269355576271251,"C"
0.310522838990759,"C"
0.228828801832556,"C"
-0.0255009555601682,"C"
-0.0989109171739777,"C"
0.15408173630964,"C"
0.297036628028605,"C"
0.12220906603903,"C"
0.195156460691786,"C"
-0.0561444654403403,"C"
0.143676750519966,"C"
-0.281492529251604,"C"
0.139682438633434,"C"
0.219511317072317,"C"
