"Output","Treatment"
1.17047252572755,"A"
0.415841329429406,"A"
0.803933454547718,"A"
0.63707850964439,"A"
0.408304856465013,"A"
0.81959819956022,"A"
-0.232068797371467,"A"
1.13718103406404,"A"
0.711512714110625,"A"
1.25168222823936,"A"
1.00736585820445,"A"
0.993325471762342,"A"
0.0653667086572368,"A"
1.37389122087543,"A"
0.760067150788184,"A"
0.42774967735877,"A"
1.57334396660949,"A"
1.27466692762796,"A"
1.92833452438481,"A"
-0.457781765043174,"A"
0.0753841459229204,"A"
-1.01381622200306,"A"
-0.296557760560144,"A"
0.135805371042277,"A"
-0.247833547360414,"A"
0.66908151171692,"A"
-0.0868864328302048,"A"
0.11735149529519,"A"
0.157005196053194,"A"
-0.0316690659109349,"A"
0.339034929513935,"A"
-0.530392902065301,"A"
1.45603127832021,"A"
-0.547823261290551,"A"
0.025458899879912,"A"
-0.131811920654399,"A"
0.225462094483401,"A"
0.501112403940799,"A"
0.980402390187873,"A"
0.29857953209471,"A"
1.65670396465927,"A"
0.806461973158944,"A"
0.0923207964754972,"A"
0.402957308440664,"A"
0.929591777961912,"A"
-0.406467462920107,"A"
0.251528200274337,"A"
0.0513704505415188,"A"
0.716576105992979,"A"
0.961260048710843,"A"
0.850754491824091,"B"
-0.109361686793992,"B"
0.146067187043079,"B"
-0.177646372508923,"B"
0.634798251447044,"B"
0.338536048242095,"B"
0.757168443084111,"B"
-1.68839106452346,"B"
-0.188744511873619,"B"
0.265394836261505,"B"
-0.490070815160158,"B"
0.668241152967151,"B"
-0.692785600698281,"B"
-0.765910858532149,"B"
0.00829978850557139,"B"
0.867875121540369,"B"
-0.251685869302182,"B"
0.0676926741160077,"B"
0.176543449351045,"B"
0.514046543339526,"B"
0.681562042387652,"B"
0.426619770469906,"B"
-0.411072809066296,"B"
1.1242924371603,"B"
0.981859314579939,"B"
0.288531333898109,"B"
0.263914736833247,"B"
0.978401241051532,"B"
0.708016302732821,"B"
0.209375146714698,"B"
-0.379532411462425,"B"
0.308315637783624,"B"
0.0913680840507881,"B"
0.686184223703005,"B"
0.230305058995908,"B"
-0.510427556725083,"B"
0.829844568192766,"B"
1.39311310006203,"B"
0.382855553267306,"B"
0.442877549872316,"B"
1.06677482791322,"B"
-0.677156500758441,"B"
0.109933352896061,"B"
0.43320446779967,"B"
0.104251482765898,"B"
0.12530651831752,"B"
-0.0203924235975538,"B"
1.10059141783725,"B"
0.591298722957432,"B"
1.172324500014,"B"
0.387216843646116,"C"
-1.42271124769616,"C"
-1.41686975114267,"C"
-0.491787877841404,"C"
-0.628159625559959,"C"
0.100787531137829,"C"
-0.43739733884669,"C"
-2.1794476226784,"C"
-0.907461480393863,"C"
-0.226453843156264,"C"
-0.178463350637414,"C"
-0.85825369935722,"C"
0.00840986955048295,"C"
0.216651287890499,"C"
-0.399770306873844,"C"
-0.392477529309873,"C"
-0.582914537273407,"C"
-1.26477792054934,"C"
-0.953123894053467,"C"
-1.45719438190117,"C"
-0.752493470498353,"C"
-0.182918318625688,"C"
-1.87579839390018,"C"
-1.67746219426481,"C"
0.467123743259984,"C"
-0.430158696912859,"C"
-0.776431835075799,"C"
-0.966068157441371,"C"
-0.71302974089471,"C"
-0.58608810154544,"C"
-0.582077577654229,"C"
-0.691112854046817,"C"
-0.891059665217256,"C"
-1.08140442981818,"C"
-1.37999469992938,"C"
-1.18742839981654,"C"
-1.14995049221763,"C"
0.367441423448395,"C"
-0.610176707603182,"C"
-0.446015961965327,"C"
-0.800230738852505,"C"
-0.442129185145003,"C"
0.0712757417725727,"C"
-1.46901107790106,"C"
-1.17137388009292,"C"
0.022913872663853,"C"
-1.32836327867825,"C"
0.669274947912188,"C"
-0.00844906686414326,"C"
-0.692158029585456,"C"
