"Output","Treatment"
-0.393133560859742,"A"
0.190566299398856,"A"
-0.414088552246694,"A"
0.33705696296475,"A"
0.306777760031832,"A"
-0.596868991682747,"A"
-0.133439562878498,"A"
-0.194281828214393,"A"
-0.331367912323514,"A"
-1.43679682916456,"A"
-1.01798095754817,"A"
0.245143777965718,"A"
-0.344817512327815,"A"
0.0816134561278367,"A"
-0.629687676031772,"A"
-0.130317760122002,"A"
-0.994257150123579,"A"
-1.47390518796992,"A"
-1.08795473414198,"A"
-1.28701426794844,"A"
0.994882807771972,"A"
-1.15094622788,"A"
-0.716023911704774,"A"
-0.125474080177475,"A"
0.046868691965499,"A"
-0.079510133761629,"A"
0.0559140765341481,"A"
-0.37578857188944,"A"
0.20493664997099,"A"
1.81038460443195,"A"
-0.187321735869918,"A"
-0.186632668118834,"A"
0.398925637521366,"A"
-1.52594376214355,"A"
-2.06414122305091,"A"
0.729574317611107,"A"
-0.797660836127311,"A"
-0.264036323815699,"A"
0.234517215723178,"A"
1.51652267357977,"A"
-0.54066262214303,"A"
-0.500695395736217,"A"
-0.0760761078974312,"A"
-0.231593611748265,"A"
1.27651808202591,"A"
-2.26889878985974,"A"
1.7299417492193,"A"
-1.18822510226364,"A"
-0.209104249574664,"A"
0.450839835646341,"A"
-1.5657262249655,"B"
-1.03804900320401,"B"
-0.594681221379684,"B"
-0.540642891482199,"B"
0.591571993283366,"B"
-1.40277074561363,"B"
0.401252148877847,"B"
-1.25302138078698,"B"
-0.802785269200842,"B"
-1.66280034360298,"B"
-2.35155277620249,"B"
-2.58555698479509,"B"
-1.42363564439288,"B"
-0.562601040363197,"B"
-0.345678058721222,"B"
-0.0285745232370244,"B"
0.12849228420792,"B"
-0.201669336399013,"B"
-1.15519008952849,"B"
1.07040753524555,"B"
-0.713963362569785,"B"
-1.58962271725487,"B"
0.524207849067769,"B"
-0.518330219533585,"B"
-1.61067944804124,"B"
-0.44983645375915,"B"
-1.8041160048876,"B"
-0.907631782126116,"B"
-0.667080114864131,"B"
0.566009941688568,"B"
-1.24129695803896,"B"
-0.594079132375884,"B"
-0.694536478444908,"B"
-1.55918776691097,"B"
0.258427139989441,"B"
-1.90462666967588,"B"
0.0510229424813969,"B"
0.313175806750711,"B"
-1.01891719659803,"B"
-1.72259357756675,"B"
-1.42466733565101,"B"
0.903757300172965,"B"
-0.43754759782988,"B"
-0.760747412526516,"B"
-0.963915063436693,"B"
0.300882543045962,"B"
-1.51479514218523,"B"
-0.409703378018289,"B"
-1.00865177412111,"B"
0.475376157013638,"B"
-2.73048719650581,"C"
-1.8454869395306,"C"
-0.52859172204416,"C"
-2.91500874638512,"C"
-2.21786516529318,"C"
-3.1235241039891,"C"
-2.73379816433449,"C"
-2.62725213584544,"C"
0.176294992416896,"C"
-1.02174981129557,"C"
-1.40464013231589,"C"
-1.67615455912463,"C"
-0.912192289487809,"C"
-2.73269974372933,"C"
-2.79053065388745,"C"
-1.36696512379907,"C"
-2.58161454308817,"C"
-1.95773135062889,"C"
-3.060430781795,"C"
-3.00725038932821,"C"
-0.668220989874268,"C"
-2.94222889493007,"C"
-0.858822275224235,"C"
0.70783298279934,"C"
-2.81223630279079,"C"
-1.36857669725054,"C"
-0.897322263875239,"C"
-1.5499114931755,"C"
-2.17360491034919,"C"
-0.599548776048312,"C"
-0.225357187251756,"C"
-0.0739044394862702,"C"
-1.73391045173442,"C"
-2.15767338283137,"C"
-1.45492170306567,"C"
-0.475211964438836,"C"
-0.603271340946111,"C"
-1.89559202397573,"C"
-3.73918828738635,"C"
-0.871466114282585,"C"
-3.14871564143484,"C"
-3.91623170178166,"C"
-1.15163728197722,"C"
-3.51896572221009,"C"
-1.5996480103101,"C"
-0.641099054750519,"C"
-2.03123580411761,"C"
-2.201386181692,"C"
-1.44982070420011,"C"
-1.45618288564538,"C"
